instance,process,step_scale,time,value,eta,zeta,constraint satisfaction
ulysses22,tuned,1,3.93331,7092.0,0.05,1.0,True
ulysses22,tuning,2,2.00702,7208.0,0.05,1.0,True
ulysses22,tuned,2,3.8214,7092.0,0.05,1.0,True
ulysses22,tuning,2,1.8468,7208.0,0.05,1.0,True
ulysses22,tuned,5,3.70546,7042.0,0.015,1.5,True
ulysses22,tuning,2,1.86266,7208.0,0.05,1.0,True
ulysses22,tuned,10,4.08513,7128.0,0.015,1.5,True
ulysses22,tuning,2,2.09207,7208.0,0.05,1.0,True
ulysses22,tuned,20,5.10776,7065.0,0.035,1.5,True
ulysses22,tuning,2,1.8649,7208.0,0.05,1.0,True
ulysses22,tuned,50,6.88392,7082.0,0.015,1.0,True
