instance,process,step_scale,time,value,eta,zeta,constraint satisfaction
p_hat500-1,tuning,2,3.09403,-9.0,0.002,1.0,True
p_hat500-1,tuned,5,6.25222,-9.0,0.002,1.0,True
p_hat500-1,tuning,2,2.941,-9.0,0.002,1.0,True
p_hat500-1,tuned,10,6.33982,-9.0,0.002,1.0,True
p_hat500-1,tuning,2,2.93027,-9.0,0.002,1.0,True
p_hat500-1,tuned,20,7.10639,-9.0,0.002,1.0,True
p_hat500-1,tuning,2,2.89268,-9.0,0.002,1.0,True
p_hat500-1,tuned,50,9.46922,-9.0,0.002,1.0,True
p_hat700-1,tuning,2,2.99654,-10.0,0.002,20.0,True
p_hat700-1,tuned,1,6.03529,-11.0,0.002,10.0,True
p_hat700-1,tuning,2,2.96126,-10.0,0.002,20.0,True
p_hat700-1,tuned,2,5.91206,-11.0,0.002,10.0,True
p_hat700-1,tuning,2,2.93942,-10.0,0.002,20.0,True
p_hat700-1,tuned,5,6.13769,-11.0,0.002,10.0,True
p_hat700-1,tuning,2,2.95445,-10.0,0.002,20.0,True
p_hat700-1,tuned,10,6.64572,-11.0,0.002,10.0,True
p_hat700-1,tuning,2,3.17338,-10.0,0.002,20.0,True
p_hat700-1,tuned,20,7.95102,-11.0,0.002,20.0,True
p_hat700-1,tuning,2,3.0324,-10.0,0.002,20.0,True
p_hat700-1,tuned,50,11.29842,-11.0,0.002,20.0,True
sanr200_0.7,tuning,2,2.97579,-18.0,0.005,20.0,True
sanr200_0.7,tuned,1,5.88911,-18.0,0.01,10.0,True
sanr200_0.7,tuning,2,2.95833,-18.0,0.005,20.0,True
sanr200_0.7,tuned,2,5.99327,-18.0,0.01,10.0,True
sanr200_0.7,tuning,2,3.12229,-18.0,0.005,20.0,True
sanr200_0.7,tuned,5,6.07911,-18.0,0.01,10.0,True
sanr200_0.7,tuning,2,2.98531,-18.0,0.005,20.0,True
sanr200_0.7,tuned,10,5.97459,-18.0,0.01,10.0,True
sanr200_0.7,tuning,2,2.95534,-18.0,0.005,20.0,True
sanr200_0.7,tuned,20,6.34278,-18.0,0.005,20.0,True
sanr200_0.7,tuning,2,2.92741,-18.0,0.005,20.0,True
sanr200_0.7,tuned,50,7.27635,-18.0,0.005,20.0,True
sanr200_0.9,tuning,2,2.97362,-42.0,0.005,20.0,True
sanr200_0.9,tuned,1,5.93795,-42.0,0.005,10.0,True
sanr200_0.9,tuning,2,2.96899,-42.0,0.005,20.0,True
sanr200_0.9,tuned,2,5.90321,-42.0,0.005,10.0,True
sanr200_0.9,tuning,2,2.97054,-42.0,0.005,20.0,True
sanr200_0.9,tuned,5,6.03722,-42.0,0.005,10.0,True
sanr200_0.9,tuning,2,2.93127,-42.0,0.005,20.0,True
sanr200_0.9,tuned,10,5.98217,-42.0,0.005,10.0,True
sanr200_0.9,tuning,2,2.96886,-42.0,0.005,20.0,True
sanr200_0.9,tuned,20,6.29967,-42.0,0.005,20.0,True
sanr200_0.9,tuning,2,2.99841,-42.0,0.005,20.0,True
sanr200_0.9,tuned,50,7.19944,-42.0,0.005,20.0,True
sanr400_0.5,tuning,2,2.99189,-13.0,0.1,1.0,True
sanr400_0.5,tuned,1,5.95163,-13.0,0.1,1.0,True
sanr400_0.5,tuning,2,2.96696,-13.0,0.1,1.0,True
sanr400_0.5,tuned,2,5.99987,-13.0,0.1,1.0,True
sanr400_0.5,tuning,2,2.9422,-13.0,0.1,1.0,True
sanr400_0.5,tuned,5,5.91446,-13.0,0.1,1.0,True
sanr400_0.5,tuning,2,2.97916,-13.0,0.1,1.0,True
sanr400_0.5,tuned,10,6.25891,-13.0,0.002,0.5,True
sanr400_0.5,tuning,2,3.04991,-13.0,0.1,1.0,True
sanr400_0.5,tuned,20,6.95198,-13.0,0.051,0.5,True
sanr400_0.5,tuning,2,3.04767,-13.0,0.1,1.0,True
sanr400_0.5,tuned,50,8.83255,-13.0,0.002,0.0,True
sanr400_0.7,tuning,2,2.98077,-21.0,0.05,2.0,True
sanr400_0.7,tuned,1,5.99495,-21.0,0.1,1.0,True
sanr400_0.7,tuning,2,2.98621,-21.0,0.05,2.0,True
sanr400_0.7,tuned,2,6.00965,-21.0,0.1,1.0,True
sanr400_0.7,tuning,2,2.97554,-21.0,0.05,2.0,True
sanr400_0.7,tuned,5,5.97938,-21.0,0.1,1.0,True
sanr400_0.7,tuning,2,2.97925,-21.0,0.05,2.0,True
sanr400_0.7,tuned,10,6.25461,-21.0,0.1,1.0,True
sanr400_0.7,tuning,2,2.99155,-21.0,0.05,2.0,True
sanr400_0.7,tuned,20,6.9405,-21.0,0.1,0.0,True
sanr400_0.7,tuning,2,3.03614,-21.0,0.05,2.0,True
sanr400_0.7,tuned,50,8.85317,-21.0,0.1,1.0,True
