,instance,process,time,value,constraint satisfaction,best known solution
45,DSJC500.1,MILP,320.92301,69.0,True,12
46,DSJC500.1,MIQP,17.92803,20.0,True,12
47,DSJC500.1,MIQP,52.67297,19.0,True,12
48,DSJC500.1,MIQP,53.76341,18.0,True,12
49,DSJC500.1,MIQP,321.01759,18.0,True,12
50,DSJC500.1,QUBO,0.02183,1000.0,False,12
51,DSJC500.1,QUBO,2.49438,32.0,True,12
52,DSJC500.1,QUBO,3.84896,29.0,True,12
53,DSJC500.1,QUBO,6.89141,19.0,True,12
54,DSJC500.1,QUBO,321.88309,19.0,True,12
55,DSJR500.1,MILP,0.01564,26.0,True,12
56,DSJR500.1,MILP,12.85615,25.0,True,12
57,DSJR500.1,MILP,12.89799,15.0,True,12
58,DSJR500.1,MILP,13.00909,14.0,True,12
59,DSJR500.1,MILP,73.85989,13.0,True,12
60,DSJR500.1,MILP,73.94448,12.0,True,12
61,DSJR500.1,MILP,73.95543,12.0,True,12
62,DSJR500.1,MIQP,1.6389,15.0,True,12
63,DSJR500.1,MIQP,18.04402,14.0,True,12
64,DSJR500.1,MIQP,57.79437,13.0,True,12
65,DSJR500.1,MIQP,57.87057,12.0,True,12
66,DSJR500.1,MIQP,58.09072,12.0,True,12
67,DSJR500.1,QUBO,0.00571,1000.0,False,12
68,DSJR500.1,QUBO,1.04224,22.0,True,12
69,DSJR500.1,QUBO,1.25885,16.0,True,12
70,DSJR500.1,QUBO,1.49288,15.0,True,12
71,DSJR500.1,QUBO,1.93069,14.0,True,12
72,DSJR500.1,QUBO,14.07072,13.0,True,12
73,DSJR500.1,QUBO,64.17221,12.0,True,12
74,DSJR500.1,QUBO,64.7585,12.0,True,12
75,anna,MILP,0.00837,62.0,True,11
76,anna,MILP,0.27221,61.0,True,11
77,anna,MILP,3.15814,16.0,True,11
78,anna,MILP,3.18095,12.0,True,11
79,anna,MILP,3.22921,11.0,True,11
80,anna,MILP,3.23925,11.0,True,11
81,anna,MIQP,0.42265,72.0,True,11
82,anna,MIQP,0.43178,71.0,True,11
83,anna,MIQP,0.44537,12.0,True,11
84,anna,MIQP,1.15809,11.0,True,11
85,anna,MIQP,1.3023,11.0,True,11
86,anna,QUBO,0.00724,276.0,False,11
87,anna,QUBO,1.61201,15.0,True,11
88,anna,QUBO,1.8449,12.0,True,11
89,anna,QUBO,55.18658,12.0,True,11
90,david,MILP,0.00774,56.0,True,11
91,david,MILP,0.24341,53.0,True,11
92,david,MILP,1.59247,14.0,True,11
93,david,MILP,1.61252,12.0,True,11
94,david,MILP,1.64627,11.0,True,11
95,david,MILP,1.65935,11.0,True,11
96,david,MIQP,0.62594,12.0,True,11
97,david,MIQP,1.2343,11.0,True,11
98,david,MIQP,1.28638,11.0,True,11
99,david,QUBO,0.00591,174.0,False,11
100,david,QUBO,1.32071,16.0,True,11
101,david,QUBO,1.38109,14.0,True,11
102,david,QUBO,1.5067,12.0,True,11
103,david,QUBO,42.4828,12.0,True,11
104,flat300_20_0,MILP,0.59065,154.0,True,20
105,flat300_20_0,MILP,217.56203,93.0,True,20
106,flat300_20_0,MILP,241.89032,46.0,True,20
107,flat300_20_0,MILP,246.16629,45.0,True,20
108,flat300_20_0,MILP,273.14263,45.0,True,20
109,flat300_20_0,MIQP,34.25879,47.0,True,20
110,flat300_20_0,MIQP,96.51604,46.0,True,20
111,flat300_20_0,MIQP,273.16711,46.0,True,20
112,flat300_20_0,QUBO,0.06125,600.0,False,20
113,flat300_20_0,QUBO,28.78673,58.0,True,20
114,flat300_20_0,QUBO,30.39782,55.0,True,20
115,flat300_20_0,QUBO,33.67972,42.0,True,20
116,flat300_20_0,QUBO,274.98271,42.0,True,20
117,flat300_26_0,MILP,0.54277,153.0,True,26
118,flat300_26_0,MILP,279.03965,44.0,True,26
119,flat300_26_0,MILP,299.04334,43.0,True,26
120,flat300_26_0,MILP,441.56736,43.0,True,26
121,flat300_26_0,MIQP,37.53606,45.0,True,26
122,flat300_26_0,MIQP,106.63599,44.0,True,26
123,flat300_26_0,MIQP,441.60172,44.0,True,26
124,flat300_26_0,QUBO,0.06344,600.0,False,26
125,flat300_26_0,QUBO,4.29727,61.0,False,26
126,flat300_26_0,QUBO,5.82848,59.0,True,26
127,flat300_26_0,QUBO,9.02475,44.0,True,26
128,flat300_26_0,QUBO,10.72515,43.0,True,26
129,flat300_26_0,QUBO,445.00024,43.0,True,26
130,flat300_28_0,MILP,0.54396,154.0,True,28
131,flat300_28_0,MILP,222.59911,93.0,True,28
132,flat300_28_0,MILP,226.1058,44.0,True,28
133,flat300_28_0,MILP,241.63134,43.0,True,28
134,flat300_28_0,MILP,455.01457,43.0,True,28
135,flat300_28_0,MIQP,34.45254,46.0,True,28
136,flat300_28_0,MIQP,82.43806,45.0,True,28
137,flat300_28_0,MIQP,454.96861,45.0,True,28
138,flat300_28_0,QUBO,0.06235,600.0,False,28
139,flat300_28_0,QUBO,4.5634,59.0,True,28
140,flat300_28_0,QUBO,6.09624,57.0,True,28
141,flat300_28_0,QUBO,9.27962,45.0,True,28
142,flat300_28_0,QUBO,457.98827,45.0,True,28
143,fpsol2.i.1,MILP,0.48761,186.0,True,65
144,fpsol2.i.1,MILP,38.7432,171.0,True,65
145,fpsol2.i.1,MILP,268.87198,65.0,True,65
146,fpsol2.i.1,MILP,269.18317,65.0,True,65
147,fpsol2.i.1,MIQP,39.66169,65.0,True,65
148,fpsol2.i.1,MIQP,39.95916,65.0,True,65
149,fpsol2.i.1,QUBO,0.1483,992.0,False,65
150,fpsol2.i.1,QUBO,74.10772,66.0,False,65
151,fpsol2.i.1,QUBO,80.10231,65.0,True,65
152,fpsol2.i.1,QUBO,90.91129,65.0,True,65
153,games120,MILP,0.00221,14.0,True,9
154,games120,MILP,0.735,13.0,True,9
155,games120,MILP,0.74024,9.0,True,9
156,games120,MILP,0.74351,9.0,True,9
157,games120,MIQP,0.07102,14.0,True,9
158,games120,MIQP,0.07291,13.0,True,9
159,games120,MIQP,0.07444,12.0,True,9
160,games120,MIQP,0.07598,9.0,True,9
161,games120,MIQP,0.07692,9.0,True,9
162,games120,QUBO,0.00079,240.0,False,9
163,games120,QUBO,0.0858,10.0,True,9
164,games120,QUBO,0.09638,9.0,True,9
165,games120,QUBO,0.10301,9.0,True,9
166,huck,MILP,0.00382,40.0,True,11
167,huck,MILP,0.50037,13.0,True,11
168,huck,MILP,0.5079,11.0,True,11
169,huck,MILP,0.51324,11.0,True,11
170,huck,MIQP,0.34324,11.0,True,11
171,huck,MIQP,0.36614,11.0,True,11
172,huck,QUBO,0.00228,148.0,False,11
173,huck,QUBO,0.48986,12.0,True,11
174,huck,QUBO,0.51473,11.0,True,11
175,huck,QUBO,0.57167,11.0,True,11
176,jean,MILP,0.00248,35.0,True,10
177,jean,MILP,0.07884,33.0,True,10
178,jean,MILP,0.32197,18.0,True,10
179,jean,MILP,0.3279,10.0,True,10
180,jean,MILP,0.33626,10.0,True,10
181,jean,MIQP,0.3293,37.0,True,10
182,jean,MIQP,0.35378,36.0,True,10
183,jean,MIQP,0.35779,10.0,True,10
184,jean,MIQP,0.39137,10.0,True,10
185,jean,QUBO,0.00088,160.0,False,10
186,jean,QUBO,0.25872,12.0,True,10
187,jean,QUBO,0.27241,11.0,True,10
188,jean,QUBO,0.30951,10.0,True,10
189,jean,QUBO,0.33039,10.0,True,10
190,le450_15a,MILP,0.10161,99.0,True,15
191,le450_15a,MILP,210.62473,29.0,True,15
192,le450_15a,MILP,211.02561,22.0,True,15
193,le450_15a,MILP,212.29783,21.0,True,15
194,le450_15a,MILP,439.3799,21.0,True,15
195,le450_15a,MIQP,10.51559,22.0,True,15
196,le450_15a,MIQP,22.52013,21.0,True,15
197,le450_15a,MIQP,410.64562,20.0,True,15
198,le450_15a,MIQP,439.51005,20.0,True,15
199,le450_15a,QUBO,0.02987,900.0,False,15
200,le450_15a,QUBO,12.23057,31.0,True,15
201,le450_15a,QUBO,13.92499,27.0,True,15
202,le450_15a,QUBO,17.55125,22.0,False,15
203,le450_15a,QUBO,19.49424,21.0,True,15
204,le450_15a,QUBO,447.64254,21.0,True,15
205,le450_25a,MILP,0.17279,126.0,True,25
206,le450_25a,MILP,489.64356,31.0,True,25
207,le450_25a,MILP,490.24234,28.0,True,25
208,le450_25a,MILP,493.07696,27.0,True,25
209,le450_25a,MILP,695.76844,27.0,True,25
210,le450_25a,MIQP,14.70379,28.0,True,25
211,le450_25a,MIQP,26.06478,27.0,True,25
212,le450_25a,MIQP,26.80039,26.0,True,25
213,le450_25a,MIQP,55.67988,25.0,True,25
214,le450_25a,MIQP,55.91678,25.0,True,25
215,le450_25a,QUBO,0.0449,900.0,False,25
216,le450_25a,QUBO,2.90138,30.0,True,25
217,le450_25a,QUBO,696.26954,30.0,True,25
218,le450_5a,MILP,0.03474,43.0,True,5
219,le450_5a,MILP,129.9688,43.0,True,5
220,le450_5a,MIQP,4.09229,14.0,True,5
221,le450_5a,MIQP,13.58292,13.0,True,5
222,le450_5a,MIQP,13.79934,12.0,True,5
223,le450_5a,MIQP,130.11295,12.0,True,5
224,le450_5a,QUBO,0.01144,900.0,False,5
225,le450_5a,QUBO,2.62199,26.0,True,5
226,le450_5a,QUBO,3.16842,17.0,True,5
227,le450_5a,QUBO,4.51635,12.0,True,5
228,le450_5a,QUBO,130.19784,12.0,True,5
229,miles1000,MILP,0.0271,83.0,True,42
230,miles1000,MILP,34.75834,44.0,True,42
231,miles1000,MILP,66.75697,43.0,True,42
232,miles1000,MILP,152.30361,43.0,True,42
233,miles1000,MIQP,2.77152,44.0,True,42
234,miles1000,MIQP,7.65016,43.0,True,42
235,miles1000,MIQP,8.66947,42.0,True,42
236,miles1000,MIQP,9.09856,42.0,True,42
237,miles1000,QUBO,0.01316,256.0,False,42
238,miles1000,QUBO,3.05015,47.0,True,42
239,miles1000,QUBO,3.20254,45.0,True,42
240,miles1000,QUBO,3.51244,43.0,True,42
241,miles1000,QUBO,154.74403,43.0,True,42
242,miles1500,MILP,0.06835,99.0,True,73
243,miles1500,MILP,42.00437,76.0,True,73
244,miles1500,MILP,42.60596,75.0,True,73
245,miles1500,MILP,67.04194,73.0,True,73
246,miles1500,MILP,67.08328,73.0,True,73
247,miles1500,MIQP,4.31935,76.0,True,73
248,miles1500,MIQP,12.69422,75.0,True,73
249,miles1500,MIQP,13.8529,73.0,True,73
250,miles1500,MIQP,14.28427,73.0,True,73
251,miles1500,QUBO,0.01464,256.0,False,73
252,miles1500,QUBO,5.02332,78.0,False,73
253,miles1500,QUBO,5.27356,74.0,True,73
254,miles1500,QUBO,5.7699,73.0,True,73
255,miles1500,QUBO,6.05657,73.0,True,73
256,miles250,MILP,0.00187,17.0,True,8
257,miles250,MILP,0.69888,9.0,True,8
258,miles250,MILP,2.47457,8.0,True,8
259,miles250,MILP,2.48049,8.0,True,8
260,miles250,MIQP,0.08046,17.0,True,8
261,miles250,MIQP,0.08241,16.0,True,8
262,miles250,MIQP,0.08413,15.0,True,8
263,miles250,MIQP,0.08584,9.0,True,8
264,miles250,MIQP,0.21058,8.0,True,8
265,miles250,MIQP,0.21656,8.0,True,8
266,miles250,QUBO,0.00081,256.0,False,8
267,miles250,QUBO,0.10371,13.0,True,8
268,miles250,QUBO,0.11978,9.0,True,8
269,miles250,QUBO,1.25856,13.0,True,8
270,miles250,QUBO,4.7378,8.0,True,8
271,miles250,QUBO,5.11163,8.0,True,8
272,miles500,MILP,0.00865,39.0,True,20
273,miles500,MILP,8.8351,28.0,True,20
274,miles500,MILP,8.85391,22.0,True,20
275,miles500,MILP,8.90132,21.0,True,20
276,miles500,MILP,18.97991,20.0,True,20
277,miles500,MILP,18.98891,20.0,True,20
278,miles500,MIQP,0.88906,22.0,True,20
279,miles500,MIQP,1.5029,21.0,True,20
280,miles500,MIQP,1.51759,20.0,True,20
281,miles500,MIQP,1.59461,20.0,True,20
282,miles500,QUBO,0.00296,256.0,False,20
283,miles500,QUBO,0.56007,21.0,True,20
284,miles500,QUBO,0.60201,20.0,True,20
285,miles500,QUBO,0.69408,20.0,True,20
286,miles750,MILP,0.02021,60.0,True,31
287,miles750,MILP,18.51236,34.0,True,31
288,miles750,MILP,18.62548,33.0,True,31
289,miles750,MILP,34.87083,32.0,True,31
290,miles750,MILP,37.07123,31.0,True,31
291,miles750,MILP,37.07915,31.0,True,31
292,miles750,MIQP,1.95422,34.0,True,31
293,miles750,MIQP,4.70548,33.0,True,31
294,miles750,MIQP,4.75414,32.0,True,31
295,miles750,MIQP,5.68561,31.0,True,31
296,miles750,MIQP,5.89818,31.0,True,31
297,miles750,QUBO,0.00336,256.0,False,31
298,miles750,QUBO,1.58473,37.0,False,31
299,miles750,QUBO,1.68651,35.0,True,31
300,miles750,QUBO,1.88846,33.0,True,31
301,miles750,QUBO,1.9938,32.0,True,31
302,miles750,QUBO,125.88014,32.0,True,31
303,mulsol.i.1,MILP,0.06277,95.0,True,49
304,mulsol.i.1,MILP,4.51371,83.0,True,49
305,mulsol.i.1,MILP,26.75988,58.0,True,49
306,mulsol.i.1,MILP,26.87424,49.0,True,49
307,mulsol.i.1,MILP,26.90042,49.0,True,49
308,mulsol.i.1,MIQP,5.92621,49.0,True,49
309,mulsol.i.1,MIQP,5.99528,49.0,True,49
310,mulsol.i.1,QUBO,0.02233,394.0,False,49
311,mulsol.i.1,QUBO,7.94086,51.0,True,49
312,mulsol.i.1,QUBO,8.41275,50.0,True,49
313,mulsol.i.1,QUBO,9.31316,49.0,True,49
314,mulsol.i.1,QUBO,9.8491,49.0,True,49
315,myciel3,MILP,0.00023,6.0,True,4
316,myciel3,MILP,0.00957,4.0,True,4
317,myciel3,MILP,0.01039,4.0,True,4
318,myciel3,MIQP,0.00739,6.0,True,4
319,myciel3,MIQP,0.00766,5.0,True,4
320,myciel3,MIQP,0.00791,4.0,True,4
321,myciel3,MIQP,0.00822,4.0,True,4
322,myciel3,QUBO,0.00019,22.0,False,4
323,myciel3,QUBO,0.00885,4.0,True,4
324,myciel3,QUBO,0.00954,4.0,True,4
325,myciel4,MILP,0.00018,11.0,True,5
326,myciel4,MILP,0.02246,5.0,True,5
327,myciel4,MILP,0.02471,5.0,True,5
328,myciel4,MIQP,0.01154,11.0,True,5
329,myciel4,MIQP,0.0121,10.0,True,5
330,myciel4,MIQP,0.01244,9.0,True,5
331,myciel4,MIQP,0.01303,5.0,True,5
332,myciel4,MIQP,0.01329,5.0,True,5
333,myciel4,QUBO,0.00014,46.0,False,5
334,myciel4,QUBO,0.01044,9.0,True,5
335,myciel4,QUBO,0.01113,7.0,True,5
336,myciel4,QUBO,0.01241,6.0,True,5
337,myciel4,QUBO,0.01311,5.0,True,5
338,myciel4,QUBO,0.01399,5.0,True,5
339,myciel5,MILP,0.00065,22.0,True,6
340,myciel5,MILP,0.25605,10.0,True,6
341,myciel5,MILP,0.25927,7.0,True,6
342,myciel5,MILP,0.26113,6.0,True,6
343,myciel5,MILP,0.26704,6.0,True,6
344,myciel5,MIQP,0.06063,23.0,True,6
345,myciel5,MIQP,0.06338,22.0,True,6
346,myciel5,MIQP,0.06483,21.0,True,6
347,myciel5,MIQP,0.06762,6.0,True,6
348,myciel5,MIQP,0.06831,6.0,True,6
349,myciel5,QUBO,0.00031,94.0,False,6
350,myciel5,QUBO,0.07359,11.0,True,6
351,myciel5,QUBO,0.0825,6.0,True,6
352,myciel5,QUBO,0.08778,6.0,True,6
353,myciel6,MILP,0.00726,43.0,True,7
354,myciel6,MILP,6.34969,17.0,True,7
355,myciel6,MILP,6.36444,7.0,True,7
356,myciel6,MILP,6.3732,7.0,True,7
357,myciel6,MIQP,0.36132,44.0,True,7
358,myciel6,MIQP,0.39891,43.0,True,7
359,myciel6,MIQP,0.42207,42.0,True,7
360,myciel6,MIQP,0.45954,7.0,True,7
361,myciel6,MIQP,0.49699,7.0,True,7
362,myciel6,QUBO,0.00137,190.0,False,7
363,myciel6,QUBO,0.57425,10.0,True,7
364,myciel6,QUBO,0.64716,8.0,True,7
365,myciel6,QUBO,50.16149,8.0,True,7
366,myciel7,MILP,0.03164,88.0,True,8
367,myciel7,MILP,16.88576,19.0,True,8
368,myciel7,MILP,16.96585,8.0,True,8
369,myciel7,MILP,16.98153,8.0,True,8
370,myciel7,MIQP,6.37865,8.0,True,8
371,myciel7,MIQP,6.56703,8.0,True,8
372,myciel7,QUBO,0.0171,382.0,False,8
373,myciel7,QUBO,4.80112,15.0,True,8
374,myciel7,QUBO,5.06726,13.0,True,8
375,myciel7,QUBO,5.63856,8.0,True,8
376,myciel7,QUBO,5.97602,8.0,True,8
377,queen11_11,MILP,0.01407,40.0,True,11
378,queen11_11,MILP,6.40084,18.0,True,11
379,queen11_11,MILP,6.43044,17.0,True,11
380,queen11_11,MILP,6.45079,16.0,True,11
381,queen11_11,MILP,6.51363,15.0,True,11
382,queen11_11,MILP,12.72141,14.0,True,11
383,queen11_11,MILP,46.7433,26.0,True,11
384,queen11_11,MILP,46.74841,23.0,True,11
385,queen11_11,MILP,61.6299,13.0,True,11
386,queen11_11,MILP,70.51581,13.0,True,11
387,queen11_11,MIQP,1.69427,17.0,True,11
388,queen11_11,MIQP,20.09988,16.0,True,11
389,queen11_11,MIQP,20.16059,15.0,True,11
390,queen11_11,MIQP,20.4686,14.0,True,11
391,queen11_11,MIQP,70.57594,14.0,True,11
392,queen11_11,QUBO,0.00358,242.0,False,11
393,queen11_11,QUBO,0.69969,20.0,True,11
394,queen11_11,QUBO,0.7502,19.0,True,11
395,queen11_11,QUBO,0.84606,17.0,True,11
396,queen11_11,QUBO,38.31068,16.0,True,11
397,queen11_11,QUBO,70.7865,16.0,True,11
398,queen13_13,MILP,0.02087,49.0,True,13
399,queen13_13,MILP,16.75037,41.0,True,13
400,queen13_13,MILP,16.81517,20.0,True,13
401,queen13_13,MILP,16.8582,19.0,True,13
402,queen13_13,MILP,17.01889,18.0,True,13
403,queen13_13,MILP,31.64152,17.0,True,13
404,queen13_13,MILP,31.92426,16.0,True,13
405,queen13_13,MILP,99.85278,32.0,True,13
406,queen13_13,MILP,108.88947,16.0,True,13
407,queen13_13,MIQP,1.63512,21.0,True,13
408,queen13_13,MIQP,63.03209,20.0,True,13
409,queen13_13,MIQP,63.14583,19.0,True,13
410,queen13_13,MIQP,78.63084,18.0,True,13
411,queen13_13,MIQP,108.90621,18.0,True,13
412,queen13_13,QUBO,0.00686,338.0,False,13
413,queen13_13,QUBO,1.44146,25.0,True,13
414,queen13_13,QUBO,1.55348,23.0,True,13
415,queen13_13,QUBO,1.80226,18.0,True,13
416,queen13_13,QUBO,108.8984,18.0,True,13
417,queen5_5,MILP,0.00038,14.0,True,5
418,queen5_5,MILP,0.06304,11.0,True,5
419,queen5_5,MILP,0.06477,8.0,True,5
420,queen5_5,MILP,0.06724,7.0,True,5
421,queen5_5,MILP,0.11571,6.0,True,5
422,queen5_5,MILP,0.13467,5.0,True,5
423,queen5_5,MILP,0.13525,5.0,True,5
424,queen5_5,MIQP,0.02371,8.0,True,5
425,queen5_5,MIQP,0.04888,5.0,True,5
426,queen5_5,MIQP,0.05104,5.0,True,5
427,queen5_5,QUBO,0.00031,50.0,False,5
428,queen5_5,QUBO,0.02866,12.0,True,5
429,queen5_5,QUBO,0.03006,8.0,True,5
430,queen5_5,QUBO,0.03263,6.0,True,5
431,queen5_5,QUBO,0.38055,5.0,True,5
432,queen5_5,QUBO,0.42582,5.0,True,5
433,queen6_6,MILP,0.00136,19.0,True,7
434,queen6_6,MILP,0.14779,11.0,True,7
435,queen6_6,MILP,0.15072,10.0,True,7
436,queen6_6,MILP,0.15625,9.0,True,7
437,queen6_6,MILP,0.23908,8.0,True,7
438,queen6_6,MILP,0.57949,15.0,True,7
439,queen6_6,MILP,0.58003,16.0,True,7
440,queen6_6,MILP,2.09676,7.0,True,7
441,queen6_6,MILP,2.14289,7.0,True,7
442,queen6_6,MIQP,0.05874,11.0,True,7
443,queen6_6,MIQP,0.55983,9.0,True,7
444,queen6_6,MIQP,0.61821,8.0,True,7
445,queen6_6,MIQP,7.84145,7.0,True,7
446,queen6_6,MIQP,7.92608,7.0,True,7
447,queen6_6,QUBO,0.00041,72.0,False,7
448,queen6_6,QUBO,0.05414,12.0,True,7
449,queen6_6,QUBO,0.05701,11.0,True,7
450,queen6_6,QUBO,0.06235,9.0,True,7
451,queen6_6,QUBO,0.8809,8.0,True,7
452,queen6_6,QUBO,3.65191,7.0,True,7
453,queen6_6,QUBO,3.8105,7.0,True,7
454,queen7_7,MILP,0.00261,25.0,True,7
455,queen7_7,MILP,0.43499,13.0,True,7
456,queen7_7,MILP,0.43882,10.0,True,7
457,queen7_7,MILP,1.11556,17.0,True,7
458,queen7_7,MILP,1.11704,17.0,True,7
459,queen7_7,MILP,2.14697,7.0,True,7
460,queen7_7,MILP,2.18695,7.0,True,7
461,queen7_7,MIQP,0.3418,10.0,True,7
462,queen7_7,MIQP,1.58924,9.0,True,7
463,queen7_7,MIQP,2.30034,7.0,True,7
464,queen7_7,MIQP,2.4849,7.0,True,7
465,queen7_7,QUBO,0.00083,98.0,False,7
466,queen7_7,QUBO,0.11157,14.0,True,7
467,queen7_7,QUBO,0.1174,13.0,True,7
468,queen7_7,QUBO,0.12351,12.0,True,7
469,queen7_7,QUBO,5.49756,11.0,True,7
470,queen7_7,QUBO,8.08541,10.0,True,7
471,queen7_7,QUBO,23.64664,9.0,True,7
472,queen7_7,QUBO,39.59681,9.0,True,7
473,queen8_12,MILP,0.00903,33.0,True,12
474,queen8_12,MILP,10.05334,29.0,True,12
475,queen8_12,MILP,10.0696,15.0,True,12
476,queen8_12,MILP,10.10613,14.0,True,12
477,queen8_12,MILP,12.22282,12.0,True,12
478,queen8_12,MILP,12.23159,12.0,True,12
479,queen8_12,MIQP,0.65894,32.0,True,12
480,queen8_12,MIQP,0.72328,15.0,True,12
481,queen8_12,MIQP,6.89885,14.0,True,12
482,queen8_12,MIQP,6.92876,13.0,True,12
483,queen8_12,MIQP,15.59043,12.0,True,12
484,queen8_12,MIQP,15.75869,12.0,True,12
485,queen8_12,QUBO,0.00095,192.0,False,12
486,queen8_12,QUBO,0.38794,18.0,True,12
487,queen8_12,QUBO,0.41276,16.0,True,12
488,queen8_12,QUBO,0.45993,15.0,True,12
489,queen8_12,QUBO,60.97963,15.0,True,12
490,queen8_8,MILP,0.00441,28.0,True,9
491,queen8_8,MILP,0.74818,20.0,True,9
492,queen8_8,MILP,0.7561,14.0,True,9
493,queen8_8,MILP,0.76215,13.0,True,9
494,queen8_8,MILP,0.7763,12.0,True,9
495,queen8_8,MILP,1.67653,11.0,True,9
496,queen8_8,MILP,2.67911,10.0,True,9
497,queen8_8,MILP,5.78525,13.0,True,9
498,queen8_8,MILP,32.01233,9.0,True,9
499,queen8_8,MILP,32.23506,9.0,True,9
500,queen8_8,MILP,32.31871,9.0,True,9
501,queen8_8,MIQP,0.42721,28.0,True,9
502,queen8_8,MIQP,0.45642,13.0,True,9
503,queen8_8,MIQP,3.95003,12.0,True,9
504,queen8_8,MIQP,3.9618,11.0,True,9
505,queen8_8,MIQP,8.07031,10.0,True,9
506,queen8_8,MIQP,34.90037,9.0,True,9
507,queen8_8,MIQP,35.14847,9.0,True,9
508,queen8_8,QUBO,0.00117,128.0,False,9
509,queen8_8,QUBO,0.18345,16.0,True,9
510,queen8_8,QUBO,0.19364,14.0,True,9
511,queen8_8,QUBO,0.21323,13.0,True,9
512,queen8_8,QUBO,14.14296,12.0,True,9
513,queen8_8,QUBO,41.192,12.0,True,9
514,queen9_9,MILP,0.0074,31.0,True,10
515,queen9_9,MILP,1.93997,21.0,True,10
516,queen9_9,MILP,1.95155,14.0,True,10
517,queen9_9,MILP,1.97961,13.0,True,10
518,queen9_9,MILP,3.72657,12.0,True,10
519,queen9_9,MILP,3.77491,11.0,True,10
520,queen9_9,MILP,13.5626,22.0,True,10
521,queen9_9,MILP,47.9043,10.0,True,10
522,queen9_9,MIQP,0.38098,33.0,True,10
523,queen9_9,MIQP,0.39587,16.0,True,10
524,queen9_9,MIQP,5.41598,12.0,True,10
525,queen9_9,MIQP,6.34485,11.0,True,10
526,queen9_9,MIQP,48.09963,11.0,True,10
527,queen9_9,QUBO,0.00173,162.0,False,10
528,queen9_9,QUBO,0.31556,16.0,True,10
529,queen9_9,QUBO,0.33432,15.0,True,10
530,queen9_9,QUBO,0.37039,13.0,True,10
531,queen9_9,QUBO,23.02139,12.0,True,10
532,queen9_9,QUBO,47.75924,12.0,True,10
533,school1,MILP,0.81952,232.0,True,14
534,school1,MILP,772.18172,232.0,True,14
535,school1,MIQP,54.9132,42.0,True,14
536,school1,MIQP,147.19158,41.0,True,14
537,school1,MIQP,771.12934,41.0,True,14
538,school1,QUBO,0.16949,770.0,False,14
539,school1,QUBO,82.43806,55.0,True,14
540,school1,QUBO,86.87494,52.0,True,14
541,school1,QUBO,95.98894,38.0,True,14
542,school1,QUBO,778.79127,38.0,True,14
543,zeroin.i.1,MILP,0.05069,90.0,True,49
544,zeroin.i.1,MILP,4.59398,85.0,True,49
545,zeroin.i.1,MILP,31.18038,61.0,True,49
546,zeroin.i.1,MILP,31.32562,49.0,True,49
